,Title,Product_category
30188980,De novo transcriptome sequencing and metabolite profiling analyses reveal the complex metabolic genes involved in the terpenoid biosynthesis in Blue Anise Sage (Salvia guaranitica L.).,['lipid']
30189293,Metabolic engineering of Escherichia coli for high-yield uridine production.,['uridine']
30191150,Development of a Metabolite Sensor for High-Throughput Detection of Aldehydes in <i>Escherichia Coli</i>.,['glycolaldehyde']
30194052,Engineering Trichoderma reesei Rut-C30 with the overexpression of egl1 at the ace1 locus to relieve repression on cellulase production and to adjust the ratio of cellulolytic enzymes for more efficient hydrolysis of lignocellulosic biomass.,['enzyme']
30194293,Modular engineering to increase intracellular NAD(H/<sup>+</sup>) promotes rate of extracellular electron transfer of Shewanella oneidensis.,['nad']
30194297,Highly efficient genome editing by CRISPR-Cpf1 using CRISPR RNA with a uridinylate-rich 3'-overhang.,['crrna']
30195009,Engineering a spermidine biosynthetic pathway in Clostridium thermocellum results in increased resistance to furans and increased ethanol production.,['ethanol']
30196009,Enhanced production of d-lactate from mixed sugars in Corynebacterium glutamicum by overexpression of glycolytic genes encoding phosphofructokinase and triosephosphate isomerase.,['lactate']
30196328,Production of α-linolenic acid in Yarrowia lipolytica using low-temperature fermentation.,['linolenate']
30197863,Simultaneous biosynthesis of (<i>R</i>)-acetoin and ethylene glycol from D-xylose through <i>in vitro</i> metabolic engineering.,"['ethylene', 'acetoin']"
30197864,CO<sub>2</sub> to succinic acid - Estimating the potential of biocatalytic routes.,['carbondioxide']
30197865,Harnessing a P450 fatty acid decarboxylase from <i>Macrococcus caseolyticus</i> for microbial biosynthesis of odd chain terminal alkenes.,['oddalkene']
30197866,Whole-cell (+)-ambrein production in the yeast <i>Pichia pastoris</i>.,['ambrein']
30199090,A synthetic enzymatic pathway for extremely thermophilic acetone production based on the unexpectedly thermostable acetoacetate decarboxylase from Clostridium acetobutylicum.,['acetone']
30200975,Engineering of 3-ketosteroid-∆<sup>1</sup>-dehydrogenase based site-directed saturation mutagenesis for efficient biotransformation of steroidal substrates.,['steroidal']
30200978,Increasing medium chain fatty acids production in Yarrowia lipolytica by metabolic engineering.,['fatty acid']
30201314,Multiobjective strain design: A framework for modular cell engineering.,['module']
30201831,The soluble transhydrogenase UdhA affecting the glutamate-dependent acid resistance system of <i>Escherichia coli</i> under acetate stress.,['nadh']
30201972,Co-overexpression of native phospholipid-biosynthetic genes plsX and plsC enhances lipid production in Synechocystis sp. PCC 6803.,['lipid']
30202434,Engineering the fatty acid synthesis pathway in <i>Synechococcus elongatus</i> PCC 7942 improves omega-3 fatty acid production.,['fatty acid']
30202437,Expressing the <i>Thermoanaerobacterium saccharolyticum pforA</i> in engineered <i>Clostridium thermocellum</i> improves ethanol production.,['ethanol']
30203049,Developing synthetic hybrid promoters to increase constitutive or diauxic shift-induced expression in Saccharomyces cerevisiae.,['other biofuel']
30206218,Reviving the Weizmann process for commercial n-butanol production.,['butanol']
30210489,Physiological Response of <i>Corynebacterium glutamicum</i> to Increasingly Nutrient-Rich Growth Conditions.,['atpbiomassco']
30212779,Genetic manipulation of Escherichia coli central carbon metabolism for efficient production of fumaric acid.,['fumarate2']
30213650,Engineering Saccharomyces cerevisiae for production of simvastatin.,['simvastatin']
30216049,Productive Amyrin Synthases for Efficient α-Amyrin Synthesis in Engineered Saccharomyces cerevisiae.,['amyrin']
30217197,Metabolic engineering of Corynebacterium glutamicum for anthocyanin production.,['anthocyanin']
30217835,Regulatory Networks Governing Methionine Catabolism into Volatile Organic Sulfur-Containing Compounds in Clonostachys <i>rosea</i>.,['alcohol']
30217842,Engineering Pseudochelin Production in Myxococcus xanthus.,['pseudochelin']
30218716,"Characterization of the Clostridium thermocellum AdhE, NfnAB, ferredoxin and Pfor proteins for their ability to support high titer ethanol production in Thermoanaerobacterium saccharolyticum.",['ethanol']
30219528,Engineering NADH/NAD<sup>+</sup> ratio in Halomonas bluephagenesis for enhanced production of polyhydroxyalkanoates (PHA).,['PHB/PHA']
30221109,Enzymatic hydrolysis of cellulosic materials using synthetic mixtures of purified cellulases bioengineered at <i>N</i>-glycosylation sites.,['other biofuel']
30223026,High production of 4-hydroxyisoleucine in Corynebacterium glutamicum by multistep metabolic engineering.,['hydroxyisoleucine']
30224468,Assimilation of formic acid and CO<sub>2</sub> by engineered <i>Escherichia coli</i> equipped with reconstructed one-carbon assimilation pathways.,['succinate19']
30225531,Consolidated bioprocessing of lignocellulosic biomass to itaconic acid by metabolically engineering Neurospora crassa.,['itaconate2']
30226981,Engineering Bacillus megaterium Strains To Secrete Cellulases for Synergistic Cellulose Degradation in a Microbial Community.,['module']
30227251,Application of a curated genome-scale metabolic model of CHO DG44 to an industrial fed-batch process.,['antibody']
30227873,Regulation of ATP levels in Escherichia coli using CRISPR interference for enhanced pinocembrin production.,['nocembrin']
30229323,Genome-wide screening identifies promiscuous phosphatases impairing terpenoid biosynthesis in Escherichia coli.,['phosphatasesterpenoid']
30232266,Repurposing type III polyketide synthase as a malonyl-CoA biosensor for metabolic engineering in bacteria.,['polyketide']
30234972,"Enhancing Light-Driven 1,3-Propanediol Production by Using Natural Compartmentalization of Differentiated Cells.",['propanediol']
30236091,Consensus design for improved thermostability of lipoxygenase from Anabaena sp. PCC 7120.,['enzyme']
30237013,Glucose production from cellulose through biological simultaneous enzyme production and saccharification using recombinant bacteria expressing the β-glucosidase gene.,['glucopyranose']
30237825,Engineering xylose metabolism in thraustochytrid T18.,['other biofuel']
30240188,Discovery and Functional Characterization of a Yeast Sugar Alcohol Phosphatase.,['ethanol']
30240424,"Metabolic network reconstruction and phenome analysis of the industrial microbe, Escherichia coli BL21(DE3).",['o7antigen']
30240613,CRISPR/Cas9-based Genome Editing in Pseudomonas aeruginosa and Cytidine Deaminase-Mediated Base Editing in Pseudomonas Species.,['c→torg→a']
30241525,Role of phosphate limitation and pyruvate decarboxylase in rewiring of the metabolic network for increasing flux towards isoprenoid pathway in a TATA binding protein mutant of Saccharomyces cerevisiae.,['lipid']
30241528,Development of a strictly regulated xylose-induced expression system in Streptomyces.,['antibiotic']
30241531,Production of p-amino-L-phenylalanine (L-PAPA) from glycerol by metabolic grafting of Escherichia coli.,['phenylalanineunitspapa']
30243386,Production of (Z)-11-(heptanoyloxy)undec-9-enoic acid from ricinoleic acid by utilizing crude glycerol as sole carbon source in engineered Escherichia coli expressing BVMO-ADH-FadL.,['z11heptanoyloxyundec9enoate']
30243387,Altering the sensitivity of Escherichia coli pyruvate dehydrogenase complex to NADH inhibition by structure-guided design.,['pyruvate']
30243533,Two NADH-dependent (S)-3-hydroxyacyl-CoA dehydrogenases from polyhydroxyalkanoate-producing Ralstonia eutropha.,['PHB/PHA']
30245312,Enhancement of sucrose metabolism in Clostridium saccharoperbutylacetonicum N1-4 through metabolic engineering for improved acetone-butanol-ethanol (ABE) fermentation.,['ccr']
30247683,Engineering Candida phangngensis-an oleaginous yeast from the Yarrowia clade-for enhanced detoxification of lignocellulose-derived inhibitors and lipid overproduction.,['lipid']
30248250,Prediction of recombinant protein production by Escherichia coli derived online from indicators of metabolic burden.,['protein']
30252062,"Reassessment of requirements for anaerobic xylose fermentation by engineered, non-evolved Saccharomyces cerevisiae strains.",['co']
30252940,Two-stage carbon distribution and cofactor generation for improving l-threonine production of Escherichia coli.,['amino acid']
30252943,Effects of inactivation of the cyAbrB2 transcription factor together with glycogen synthesis on cellular metabolism and free fatty acid production in the cyanobacterium Synechocystis sp. PCC 6803.,['fatty acid']
30253773,"Widespread effect of N-acetyl-D-glucosamine assimilation on the metabolisms of amino acids, purines, and pyrimidines in Scheffersomyces stipitis.",['ethanolglcnac']
30254120,Engineering Kluyveromyces marxianus as a Robust Synthetic Biology Platform Host.,['lipid']
30255682,[Seed-specific expression of heterologous gene DGAT1 increase soybean seed oil content and nutritional quality].,['soybeanglycinemax']
30256930,Elucidating cellular mechanisms of Saccharomyces cerevisiae tolerant to combined lignocellulosic-derived inhibitors using high-throughput phenotyping and multiomics analyses.,['ethanol']
30258114,A Toolbox for Diverse Oxyfunctionalisation of Monoterpenes.,
30258495,A versatile system for fast screening and isolation of <i>Trichoderma reesei</i> cellulase hyperproducers based on DsRed and fluorescence-assisted cell sorting.,['enzyme']
30259222,Increased productivity of L-2-aminobutyric acid and total turnover number of NAD<sup>+</sup>/NADH in a one-pot system through enhanced thermostability of L-threonine deaminase.,['gammaaminobutyrate']
30260383,Engineering the architecture of erythritol-inducible promoters for regulated and enhanced gene expression in Yarrowia lipolytica.,['oil']
30261136,Pathway Grafting for Polyunsaturated Fatty Acids Production in Ashbya gossypii through Golden Gate Rapid Assembly.,['fatty acid']
30261142,A Genetically Encoded Biosensor for Monitoring Isoprene Production in Engineered Escherichia coli.,['other biofuel']
30261908,CRISPR-Cas genome engineering of esterase activity in Saccharomyces cerevisiae steers aroma formation.,['aletypebeer']
30262872,Biosynthesis of organic photosensitizer Zn-porphyrin by diphtheria toxin repressor (DtxR)-mediated global upregulation of engineered heme biosynthesis pathway in Corynebacterium glutamicum.,['znporphyrin']
30263371,Comprehensive metabolic profiles of mulberry fruit (<i>Morus alba</i> Linnaeus) according to maturation stage.,['id']
30264296,Overproduction of rhamnolipids in Pseudomonas aeruginosa PA14 by redirection of the carbon flux from polyhydroxyalkanoate synthesis and overexpression of the rhlAB-R operon.,['rhamnolipid']
30265187,Higher titer hyaluronic acid production in recombinant Lactococcus lactis.,['hyaluronate']
30265207,Production of γ-aminobutyric acid in Escherichia coli by engineering MSG pathway.,['gammaaminobutyrate']
30266898,A modified serine cycle in Escherichia coli coverts methanol and CO<sub>2</sub> to two-carbon compounds.,['microorganism']
30268818,Biosynthesis of monoethylene glycol in Saccharomyces cerevisiae utilizing native glycolytic enzymes.,['monoethyleneglycol']
30270602,Stepwise Synthesis of Quercetin Bisglycosides Using Engineered <i>Escherichia coli</i>.,['quercetinbisglycoside']
30271720,Dynamic decoupling of biomass and wax ester biosynthesis in <i>Acinetobacter baylyi</i> by an autonomously regulated switch.,"['biomass', 'ester']"
30272678,De novo domestication of wild tomato using genome editing.,['100milliontons3']
30274509,Systematic Analysis of Bottlenecks in a Multibranched and Multilevel Regulated Pathway: The Molecular Fundamentals of l-Methionine Biosynthesis in Escherichia coli.,['amino acid']
30274551,Engineering of Corynebacterium glutamicum as a prototrophic pyruvate-producing strain: Characterization of a ramA-deficient mutant and its application for metabolic engineering.,['pyruvate']
